sku;descripcion;descripcion2;long_desc;img_ambiente;img;Cod_producto;Patas regulables (sí/no);Para uso interior (sí/no);Densidad de la espuma del respaldo;Plegable (sí/no);Acabado de las patas;Material de las patas;Reclinable (sí/no);Material del relleno del asiento;Número de plazas;País de origen;Para uso bajo cubierto (sí/no);Para uso exterior (sí/no);Materiales;Asiento acolchado (sí/no);Construcción de la estructura;Acabado principal;Tipo y especificación del tejido;Composición del tejido;Material del relleno;Densidad de la espuma;Forma del producto;Material principal;Color principal;Temporada;Año de publicación;Fabricado con materiales reciclados (sí/no);Fabricado con materiales naturales (sí/no);Colores;Temporada de compra;Tipo de silla;Color de la pata;Tapizado (sí/no);Color del tapizado;Tapizado abotonado (sí/no);Material principal de las patas;Tipo de tapizado del respaldo;Material principal del reposabrazos;Estilo principal;Tipo de base/pata;Estancias;Porcentaje de materiales reciclados;Porcentaje de materiales naturales;Resistencia a la formación de bolitas;Solidez del color a la luz;Código de muestra de color
PR.200808A_PA25_CRUD;PR.FUNKY Prom sofá + Funda Regalo Funky135 A azul Ultram;alo Funky135 A azul Ultram;PR.FUNKY Prom sofá + Funda Regalo Funky135 A azul Ultram;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_PA25_CRUD/PR.200808A_PA25_CRUD·3A.jpg;PR.200808A_PA25_CRUD;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_PA25_CUA;PR.FUNKY Prom sofá + Funda Regalo Funky135 A azul Ultram;alo Funky135 A azul Ultram;PR.FUNKY Prom sofá + Funda Regalo Funky135 A azul Ultram;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_PA25_CUA/PR.200808A_PA25_CUA·3A.jpg;PR.200808A_PA25_CUA;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_PA25_DE66;PR.FUNKY Prom sofá + Funda Regalo Funky135a A. Ultramar-;alo Funky135a A. Ultramar-;PR.FUNKY Prom sofá + Funda Regalo Funky135a A. Ultramar-;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_PA25_DE66/PR.200808A_PA25_DE66·3A.jpg;PR.200808A_PA25_DE66;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_PA25_GRS;PR.FUNKY Prom sofá + Funda Regalo Funky135 A azul Ultram;alo Funky135 A azul Ultram;PR.FUNKY Prom sofá + Funda Regalo Funky135 A azul Ultram;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_PA25_GRS/PR.200808A_PA25_GRS·3A.jpg;PR.200808A_PA25_GRS;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_PA25_IRU;PR.FUNKY Prom sofá + Funda Regalo Funky135 A azul Ultram;alo Funky135 A azul Ultram;PR.FUNKY Prom sofá + Funda Regalo Funky135 A azul Ultram;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_PA25_IRU/PR.200808A_PA25_IRU·3A.jpg;PR.200808A_PA25_IRU;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_PA25_JA01;PR.FUNKY Prom sofá + Funda Regalo Funky135 A azul Ultram;alo Funky135 A azul Ultram;PR.FUNKY Prom sofá + Funda Regalo Funky135 A azul Ultram;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_PA25_JA01/PR.200808A_PA25_JA01·3A.jpg;PR.200808A_PA25_JA01;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_PA25_JA10;PR.FUNKY Prom sofá + Funda Regalo Funky135a azul Ultrama;alo Funky135a azul Ultrama;PR.FUNKY Prom sofá + Funda Regalo Funky135a azul Ultrama;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_PA25_JA10/PR.200808A_PA25_JA10·3A.jpg;PR.200808A_PA25_JA10;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_PA25_JA13;PR.FUNKY Prom sofá + Funda Regalo Funky135 A A. Ultramar;alo Funky135 A A. Ultramar;PR.FUNKY Prom sofá + Funda Regalo Funky135 A A. Ultramar;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_PA25_JA13/PR.200808A_PA25_JA13·3A.jpg;PR.200808A_PA25_JA13;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_PA25_PA25;PR.FUNKY Prom sofá + Funda Regalo Funky135 A A.ultramar-;alo Funky135 A A.ultramar-;PR.FUNKY Prom sofá + Funda Regalo Funky135 A A.ultramar-;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_PA25_PA25/PR.200808A_PA25_PA25·3A.jpg;PR.200808A_PA25_PA25;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_PA25_SAV;PR.FUNKY Prom sofá + Funda Regalo Funky135 A azul Ultram;alo Funky135 A azul Ultram;PR.FUNKY Prom sofá + Funda Regalo Funky135 A azul Ultram;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_PA25_SAV/PR.200808A_PA25_SAV·3A.jpg;PR.200808A_PA25_SAV;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_PA25_SWA;PR.FUNKY Prom sofá + Funda Regalo Funky135 A azul Ultram;alo Funky135 A azul Ultram;PR.FUNKY Prom sofá + Funda Regalo Funky135 A azul Ultram;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_PA25_SWA/PR.200808A_PA25_SWA·3A.jpg;PR.200808A_PA25_SWA;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_PIS_ACE;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Pistac;alo Funky135 A Pan. Pistac;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Pistac;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_PIS_ACE/PR.200808A_PIS_ACE·3A.jpg;PR.200808A_PIS_ACE;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_PIS_GRS;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Pistac;alo Funky135 A Pan. Pistac;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Pistac;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_PIS_GRS/PR.200808A_PIS_GRS·3A.jpg;PR.200808A_PIS_GRS;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_PIS_GUA;PR.FUNKY Prom sofá + Funda Regalo Funky135a Pan. Pistach;alo Funky135a Pan. Pistach;PR.FUNKY Prom sofá + Funda Regalo Funky135a Pan. Pistach;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_PIS_GUA/PR.200808A_PIS_GUA·3A.jpg;PR.200808A_PIS_GUA;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_PIS_JA01;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Pistac;alo Funky135 A Pan. Pistac;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Pistac;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_PIS_JA01/PR.200808A_PIS_JA01·3A.jpg;PR.200808A_PIS_JA01;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_PIS_JA13;PR.FUNKY Prom sofá + Funda Regalo Funky135a Pan.pistacho;alo Funky135a Pan.pistacho;PR.FUNKY Prom sofá + Funda Regalo Funky135a Pan.pistacho;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_PIS_JA13/PR.200808A_PIS_JA13·3A.jpg;PR.200808A_PIS_JA13;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_PIS_NU01;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan Pistach;alo Funky135 A Pan Pistach;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan Pistach;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_PIS_NU01/PR.200808A_PIS_NU01·3A.jpg;PR.200808A_PIS_NU01;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_PIS_PA25;PR.FUNKY Prom sofá + Funda Regalo Funky135a Pan. Pistach;alo Funky135a Pan. Pistach;PR.FUNKY Prom sofá + Funda Regalo Funky135a Pan. Pistach;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_PIS_PA25/PR.200808A_PIS_PA25·3A.jpg;PR.200808A_PIS_PA25;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_PIS_SWA;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Pistac;alo Funky135 A Pan. Pistac;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Pistac;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_PIS_SWA/PR.200808A_PIS_SWA·3A.jpg;PR.200808A_PIS_SWA;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_PIS_VINO;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan Pistach;alo Funky135 A Pan Pistach;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan Pistach;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_PIS_VINO/PR.200808A_PIS_VINO·3A.jpg;PR.200808A_PIS_VINO;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_ROJ_FLO;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. rojo -;alo Funky135 A Pan. rojo -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. rojo -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_ROJ_FLO/PR.200808A_ROJ_FLO·3A.jpg;PR.200808A_ROJ_FLO;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_ROJ_IRU;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. rojo -;alo Funky135 A Pan. rojo -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. rojo -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_ROJ_IRU/PR.200808A_ROJ_IRU·3A.jpg;PR.200808A_ROJ_IRU;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_ROJ_JA01;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. rojo -;alo Funky135 A Pan. rojo -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. rojo -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_ROJ_JA01/PR.200808A_ROJ_JA01·3A.jpg;PR.200808A_ROJ_JA01;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_ROJ_NAR;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. rojo -;alo Funky135 A Pan. rojo -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. rojo -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_ROJ_NAR/PR.200808A_ROJ_NAR·3A.jpg;PR.200808A_ROJ_NAR;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_ROJ_PIS;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Rojo-P;alo Funky135 A Pan. Rojo-P;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Rojo-P;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_ROJ_PIS/PR.200808A_ROJ_PIS·3A.jpg;PR.200808A_ROJ_PIS;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_ROJ_ROJ;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. rojo -;alo Funky135 A Pan. rojo -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. rojo -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_ROJ_ROJ/PR.200808A_ROJ_ROJ·3A.jpg;PR.200808A_ROJ_ROJ;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_ROJ_SWA;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. rojo -;alo Funky135 A Pan. rojo -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. rojo -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_ROJ_SWA/PR.200808A_ROJ_SWA·3A.jpg;PR.200808A_ROJ_SWA;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_ROJ_VINO;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. rojo -;alo Funky135 A Pan. rojo -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. rojo -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_ROJ_VINO/PR.200808A_ROJ_VINO·3A.jpg;PR.200808A_ROJ_VINO;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SAV_ACE;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Fant. Savia;alo Funky135 A Fant. Savia;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Fant. Savia;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SAV_ACE/PR.200808A_SAV_ACE·3A.jpg;PR.200808A_SAV_ACE;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SAV_CAM;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Fant. Savia;alo Funky135 A Fant. Savia;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Fant. Savia;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SAV_CAM/PR.200808A_SAV_CAM·3A.jpg;PR.200808A_SAV_CAM;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SAV_DE66;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Savia -;alo Funky135 A F. Savia -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Savia -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SAV_DE66/PR.200808A_SAV_DE66·3A.jpg;PR.200808A_SAV_DE66;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SAV_DE67;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Savia -;alo Funky135 A F. Savia -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Savia -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SAV_DE67/PR.200808A_SAV_DE67·3A.jpg;PR.200808A_SAV_DE67;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SAV_FLO;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Fant. Savia;alo Funky135 A Fant. Savia;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Fant. Savia;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SAV_FLO/PR.200808A_SAV_FLO·3A.jpg;PR.200808A_SAV_FLO;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SAV_GRS;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Fant. Savia;alo Funky135 A Fant. Savia;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Fant. Savia;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SAV_GRS/PR.200808A_SAV_GRS·3A.jpg;PR.200808A_SAV_GRS;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SAV_GUA;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Fant. Savia;alo Funky135 A Fant. Savia;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Fant. Savia;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SAV_GUA/PR.200808A_SAV_GUA·3A.jpg;PR.200808A_SAV_GUA;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SAV_JA10;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Fant. Savia;alo Funky135 A Fant. Savia;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Fant. Savia;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SAV_JA10/PR.200808A_SAV_JA10·3A.jpg;PR.200808A_SAV_JA10;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SAV_NU01;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Fant. Savia;alo Funky135 A Fant. Savia;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Fant. Savia;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SAV_NU01/PR.200808A_SAV_NU01·3A.jpg;PR.200808A_SAV_NU01;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SAV_ROJ;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Fant. Savia;alo Funky135 A Fant. Savia;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Fant. Savia;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SAV_ROJ/PR.200808A_SAV_ROJ·3A.jpg;PR.200808A_SAV_ROJ;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SAV_TR17;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Fant. Savia;alo Funky135 A Fant. Savia;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Fant. Savia;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SAV_TR17/PR.200808A_SAV_TR17·3A.jpg;PR.200808A_SAV_TR17;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SAV_VINO;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Fant. Savia;alo Funky135 A Fant. Savia;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Fant. Savia;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SAV_VINO/PR.200808A_SAV_VINO·3A.jpg;PR.200808A_SAV_VINO;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SWA_ACE;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;alo Funky135 A F. Swatch -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SWA_ACE/PR.200808A_SWA_ACE·3A.jpg;PR.200808A_SWA_ACE;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SWA_CAM;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;alo Funky135 A F. Swatch -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SWA_CAM/PR.200808A_SWA_CAM·3A.jpg;PR.200808A_SWA_CAM;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SWA_CRUD;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;alo Funky135 A F. Swatch -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SWA_CRUD/PR.200808A_SWA_CRUD·3A.jpg;PR.200808A_SWA_CRUD;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SWA_CUA;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;alo Funky135 A F. Swatch -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SWA_CUA/PR.200808A_SWA_CUA·3A.jpg;PR.200808A_SWA_CUA;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SWA_GRS;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;alo Funky135 A F. Swatch -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SWA_GRS/PR.200808A_SWA_GRS·3A.jpg;PR.200808A_SWA_GRS;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SWA_IRU;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;alo Funky135 A F. Swatch -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SWA_IRU/PR.200808A_SWA_IRU·3A.jpg;PR.200808A_SWA_IRU;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SWA_JA10;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;alo Funky135 A F. Swatch -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SWA_JA10/PR.200808A_SWA_JA10·3A.jpg;PR.200808A_SWA_JA10;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SWA_JA13;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;alo Funky135 A F. Swatch -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SWA_JA13/PR.200808A_SWA_JA13·3A.jpg;PR.200808A_SWA_JA13;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SWA_MUL;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;alo Funky135 A F. Swatch -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SWA_MUL/PR.200808A_SWA_MUL·3A.jpg;PR.200808A_SWA_MUL;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SWA_PA25;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch-A;alo Funky135 A F. Swatch-A;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch-A;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SWA_PA25/PR.200808A_SWA_PA25·3A.jpg;PR.200808A_SWA_PA25;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SWA_PIS;PR.FUNKY Prom sofá + Funda Regalo Funky135a F. Swatch -;alo Funky135a F. Swatch -;PR.FUNKY Prom sofá + Funda Regalo Funky135a F. Swatch -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SWA_PIS/PR.200808A_SWA_PIS·3A.jpg;PR.200808A_SWA_PIS;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SWA_ROJ;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;alo Funky135 A F. Swatch -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SWA_ROJ/PR.200808A_SWA_ROJ·3A.jpg;PR.200808A_SWA_ROJ;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SWA_SAV;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;alo Funky135 A F. Swatch -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SWA_SAV/PR.200808A_SWA_SAV·3A.jpg;PR.200808A_SWA_SAV;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_SWA_SWA;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;alo Funky135 A F. Swatch -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A F. Swatch -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_SWA_SWA/PR.200808A_SWA_SWA·3A.jpg;PR.200808A_SWA_SWA;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_TR17_ACE;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;alo Funky135 A Trisca Viol;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_TR17_ACE/PR.200808A_TR17_ACE·3A.jpg;PR.200808A_TR17_ACE;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_TR17_CAM;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;alo Funky135 A Trisca Viol;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_TR17_CAM/PR.200808A_TR17_CAM·3A.jpg;PR.200808A_TR17_CAM;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_TR17_CRUD;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;alo Funky135 A Trisca Viol;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_TR17_CRUD/PR.200808A_TR17_CRUD·3A.jpg;PR.200808A_TR17_CRUD;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_TR17_CUA;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;alo Funky135 A Trisca Viol;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_TR17_CUA/PR.200808A_TR17_CUA·3A.jpg;PR.200808A_TR17_CUA;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
