sku;descripcion;descripcion2;long_desc;img_ambiente;img;Cod_producto;Patas regulables (sí/no);Para uso interior (sí/no);Densidad de la espuma del respaldo;Plegable (sí/no);Acabado de las patas;Material de las patas;Reclinable (sí/no);Material del relleno del asiento;Número de plazas;País de origen;Para uso bajo cubierto (sí/no);Para uso exterior (sí/no);Materiales;Asiento acolchado (sí/no);Construcción de la estructura;Acabado principal;Tipo y especificación del tejido;Composición del tejido;Material del relleno;Densidad de la espuma;Forma del producto;Material principal;Color principal;Temporada;Año de publicación;Fabricado con materiales reciclados (sí/no);Fabricado con materiales naturales (sí/no);Colores;Temporada de compra;Tipo de silla;Color de la pata;Tapizado (sí/no);Color del tapizado;Tapizado abotonado (sí/no);Material principal de las patas;Tipo de tapizado del respaldo;Material principal del reposabrazos;Estilo principal;Tipo de base/pata;Estancias;Porcentaje de materiales reciclados;Porcentaje de materiales naturales;Resistencia a la formación de bolitas;Solidez del color a la luz;Código de muestra de color
CC2013PR03;NINA Mesa de exterior Ø200x90 de cemento y madera de eucalip;0 de cemento y madera de eucal;GLYNIS Mesa de exterior Ø200x90 de cemento y madera de eucal;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001426_0.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2013PR03/CC2013PR03·3A.jpg;CC2013PR03;No;Sí;;No;Cepillado, Lacado en PU (Poliuretano), Tratamiento resistente UV, Lavado;Madera de eucalipto (Eucalyptus grandis);;;8;VN ;Sí;No;Madera manufacturada, Madera maciza;;;;;;;;Ovalada;Madera manufacturada;Natural;Verano;14/12/2020;No;Sí;Natural;SS21 OUTDOOR ;;Natural;;;;;;;Moderno;;Jardín y terraza, Comedor, Cocina;;> 50;;;
CC2017M46;Mesa auxiliar redonda Huara madera maciza eucalipto Ø 35 cm FSC 100%;o Ø 35 cm FSC 100%;Mesa auxiliar redonda Huara madera maciza eucalipto Ø 35 cm FSC 100%;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001402_1.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2017M46/CC2017M46·3A.jpg;CC2017M46;No;Sí;;N/A;Transparente, Barnizado;Madera de eucalipto (Eucalyptus grandis);;;;VN ;Sí;No;Madera de eucalipto (Eucalyptus grandis);N/A;Madera de eucalipto (Eucalyptus grandis);Transparente, Barnizado;;;;;Circular;Madera maciza;Natural;Atemporal;14/12/2020;No;Sí;Natural;SS21 OUTDOOR ;;;N/A;N/A;N/A;Madera maciza;N/A;;Rústico;4 patas;Jardín y terraza, Salón, Dormitorio;;100;;;
CC2025J14;Silla Aniela de borreguito gris claro y metal con acabado negro;acabado negro;Silla Aniela de borreguito gris claro y metal con acabado negro;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001650_11-20210907124604.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2025J14/CC2025J14·3A.jpg;CC2025J14;N/A;Sí;;No;Negro, Mate, Pintura en polvo;Metal;No;;1;CN ;No;No;Metal, Contrachapado, Espuma, Tejido;N/A;Metal;Tapizado;Texturizado;95% Poliéster, 5% Fibras acrílicas;N/A;25;Cuadrada;Tejido;Gris;Otoño/Invierno;07/07/2021;No;No;Gris;AW21-22 FURNITURE ;;Negro;Sí;Gris;N/A;Metal;Respaldo con cojín;N/A;Moderno;4 patas;Comedor, Salón, Cocina, Dormitorio, Espacio de trabajo;0;0;4 - Muy bueno;5 - Muy bueno;MTK0203
CC2025J33;Silla Aniela de borreguito blanco y metal con acabado negro;ado negro;Silla Aniela de borreguito blanco y metal con acabado negro;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001650_8-20210907124626.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2025J33/CC2025J33·3A.jpg;CC2025J33;N/A;Sí;;No;Negro, Mate, Pintura en polvo;Metal;No;;1;CN ;No;No;Metal, Contrachapado, Espuma, Tejido;N/A;Metal;Tapizado;Borreguito;95% Poliéster, 5% Fibras acrílicas;N/A;25;Cuadrada;Tejido;Blanco;Otoño/Invierno;07/07/2021;No;No;Blanco;AW21-22 FURNITURE ;;Negro;Sí;Blanco;N/A;Metal;Respaldo con cojín;N/A;Moderno;4 patas;Comedor, Salón, Cocina, Dormitorio, Espacio de trabajo;0;0;4 - Muy bueno;5 - Muy bueno;MTK0202
CC2027PK81;Silla Anoha mostaza y metal con acabado negro;;Silla Anoha mostaza y metal con acabado negro;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001840_3-20220201082012.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2027PK81/CC2027PK81·3A.jpg;CC2027PK81;N/A;Sí;;No;Negro, Mate, Pintura en polvo;Metal;No;;1;CN ;No;No;Metal, Contrachapado, Espuma, Tejido;N/A;Metal;Tapizado;Chenilla;100% Poliéster;N/A;25;Cuadrada;Tejido;Mostaza;Atemporal;07/07/2021;No;No;Mostaza;AW21-22 FURNITURE ;;Negro;Sí;Mostaza;N/A;Metal;Respaldo con cojín;N/A;Moderno;4 patas;Comedor, Salón, Cocina, Dormitorio, Espacio de trabajo;0;0;4 - Muy bueno;4 - Bueno;MTK0076
CC2034CP46;NINA Silla de madera maciza de eucaliptus acabado negro y cu;de eucaliptus acabado negro y ;GLYNIS Silla de madera maciza de eucaliptus acabado negro y ;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001771_3-20220126110733.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2034CP46/CC2034CP46·3A.jpg;CC2034CP46;No;Sí;;No;Cepillado, Lacado en PU (Poliuretano), Tratamiento resistente UV, Lavado;Madera de acacia (Acacia auriculiformis), Madera de eucalipto (Eucalyptus grandis);No;;1;ID ;Sí;No;Cuerda, Madera de acacia (Acacia auriculiformis), Madera de eucalipto (Eucalyptus grandis);No;Madera maciza;Lacado en PU (Poliuretano), Tratamiento resistente UV;;;N/A;;Cuadrada;Madera maciza;Negro;Atemporal;14/12/2020;No;Sí;Negro;SS21 FURNITURE ;;;No;N/A;No;Madera maciza;N/A;Madera maciza;Moderno;4 patas;;;> 75;;;
CC2034J01;NINA Silla de madera maciza de eucaliptus acabado negro mate;de eucaliptus acabado negro ma;GLYNIS Silla de madera maciza de eucaliptus acabado negro ma;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001440_2-20210824142134.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2034J01/CC2034J01·3A.jpg;CC2034J01;No;Sí;;No;Cepillado, Lacado en PU (Poliuretano), Tratamiento resistente UV, Lavado;Madera de acacia (Acacia auriculiformis), Madera de eucalipto (Eucalyptus grandis);No;;1;ID ;Sí;No;Cuerda, Madera de acacia (Acacia auriculiformis), Madera de eucalipto (Eucalyptus grandis);No;Madera maciza;Lacado en PU (Poliuretano), Tratamiento resistente UV;Cuerda;;N/A;;Cuadrada;Madera maciza;Negro;Atemporal;14/12/2020;No;Sí;Negro;SS21 OUTDOOR ;;;No;N/A;No;Madera maciza;N/A;Madera maciza;Moderno;4 patas;;;> 75;;;
CC2045M46;Bandeja para silla evolutiva Nuun chapa abedul;;Bandeja para silla evolutiva Nuun chapa abedul;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001669_7-20211008084053.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2045M46/CC2045M46·3A.jpg;CC2045M46;N/A;Sí;;No;N/A;N/A;No;;1;CN ;No;No;Contrachapado de bajas emisiones E0;No;Contrachapado de bajas emisiones E0;Lacado;N/A;;N/A;;Rectangular;Madera manufacturada;Natural;Atemporal;02/10/2020;;No;Natural;KAVE KIDS ;;N/A;No;;No;N/A;N/A;N/A;Moderno;N/A;Dormitorio, Comedor, Cocina, Salón;;0;;;
CC2047M46;Torre de aprendizaje Nuun de chapa de abedul ;;Torre de aprendizaje Nuun de chapa de abedul ;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001346_1-20220207163022.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2047M46/CC2047M46·3A.jpg;CC2047M46;No;Sí;;No;Lacado;Contrachapado de bajas emisiones E0;No;;1;CN ;No;No;Contrachapado de bajas emisiones E0;No;Contrachapado de bajas emisiones E0;Lacado;N/A;;N/A;;Geométrico;Madera manufacturada;Natural;Atemporal;02/10/2020;;No;Natural;KAVE KIDS ;;N/A;No;;No;Madera manufacturada;N/A;N/A;Moderno;Pedestal;Dormitorio, Comedor, Cocina, Salón;;0;;;
CC2048M46;Cambiador Nunila DM blanco 72 x 55 cm FSC 100%;;Cambiador Nunila DM blanco 72 x 55 cm FSC 100%;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001694_6-20220314155203.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2048M46/CC2048M46·3A.jpg;CC2048M46;N/A;Sí;;No;;;;;;CN ;No;No;MDF E0 (tablero de fibra de densidad media con bajas emesiones de formaldehido clase E0), Melamina;;;Melamina;;;;;Rectangular;Madera manufacturada;;;02/10/2020;No;No;;KAVE KIDS ;;;No;;;;;;;;;;;;;
CC2058L05;Mueble TV Abilen de chapa roble y lacado blanco 200 x 44 cm FSC 100%;0 x 44 cm FSC 100%;Mueble TV Abilen de chapa roble y lacado blanco 200 x 44 cm FSC 100%;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001516_0-20210622150737.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2058L05/CC2058L05·3A.jpg;CC2058L05;Sí;Sí;;N/A;;;;;;CN ;No;No;MDF E0 (tablero de fibra de densidad media con bajas emesiones de formaldehido clase E0), Chapa de roble (Quercus alba);;;Chapado, Lacado en PU (Poliuretano);;;;;Rectangular;Madera manufacturada;Blanco;Atemporal;23/02/2021;No;No;Blanco, Natural;SS21 FURNITURE ;;;N/A;;;;;;Moderno;;Salón, Comedor, Espacio de trabajo;;;;;
CC2058M40A;TV CABINET  200x43,6 Natural Oak;ak;TV CABINET  200x43,6 Natural Oak;;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2058M40A/CC2058M40A·3A.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CC2058M40B;TV CABINET  200x43,6 Natural Oak;ak;TV CABINET  200x43,6 Natural Oak;;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2058M40B/CC2058M40B·3A.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CC2059L05;Cómoda Abilen 3 cajones chapa roble y lacado blanco 90 x 75 cm FSC 100%;o 90 x 75 cm FSC 100%;Cómoda Abilen 3 cajones chapa roble y lacado blanco 90 x 75 cm FSC 100%;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001534_0-20210701102637.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2059L05/CC2059L05·3A.jpg;CC2059L05;Sí;Sí;;N/A;;;;;;CN ;No;No;MDF E0 (tablero de fibra de densidad media con bajas emesiones de formaldehido clase E0), Chapa de roble (Quercus alba);;;Chapado, Lacado en PU (Poliuretano);;;;;Rectangular;Madera manufacturada;Blanco;Atemporal;23/02/2021;No;No;Blanco, Natural;SS21 FURNITURE ;;;N/A;;;;;;Moderno;;Dormitorio, Salón, Comedor, Espacio de trabajo;;;;;
CC2059M40B;CHEST OF DRAWERS  90x74,8 Natural Oak;ral Oak;CHEST OF DRAWERS  90x74,8 Natural Oak;;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2059M40B/CC2059M40B·3A.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CC2092M40;Mueble TV Lenon de madera maciza y chapa de roble 200 x 57 cm FSC MIX Credit;200 x 57 cm FSC MIX Credit;Mueble TV Lenon de madera maciza y chapa de roble 200 x 57 cm FSC MIX Credit;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001493_0-20210324161208.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2092M40/CC2092M40·3A.jpg;CC2092M40;;;;;;;;;;EE ;;;;;;;;;;;;;Natural;Atemporal;09/09/2020;;;Natural;;;;;;;;;;Rústico;;Salón;;;;;
CC2093R19;Silla plegable Aidana de metal verde oscuro;;Silla plegable Aidana de metal verde oscuro;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001615_4-20210705064610.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2093R19/CC2093R19·3A.jpg;CC2093R19;No;Sí;;Sí;Pintura en polvo;Acero;No;;1;CN ;No;No;Acero;N/A;Acero;Pintura en polvo;;;N/A;;Cuadrada;Metal;Verde;Atemporal;03/05/2021;No;No;Verde;;N/A;Verde;N/A;N/A;N/A;Metal;N/A;;Moderno;4 patas;Cocina, Salón, Comedor;0;0;;;
CC2094J86;Sillón plegable Chabeli madera maciza acacia y cuerda terracota FSC 100%;rda terracota FSC 100%;Sillón plegable Chabeli madera maciza acacia y cuerda terracota FSC 100%;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001450_0-20211123162654.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2094J86/CC2094J86·3A.jpg;CC2094J86;No;Sí;;Sí;Aplicación de aceite;Madera de acacia  (Acacia Mangium);No;;1;VN ;Sí;No;Madera de acacia  (Acacia Mangium), Tejido;N/A;Madera de acacia  (Acacia Mangium);Aplicación de aceite;Tejido;;N/A;;Cuadrada;Madera maciza;Rosa;Verano;14/12/2020;No;Sí;Rosa;SS21 OUTDOOR ;;;N/A;N/A;N/A;Madera maciza;N/A;N/A;Rústico;4 patas;Jardín y terraza, Salón;;> 50;;;
CC2108MV12;Silla Doriane de madera maciza de roble acabado natural y asiento de tela;tural y asiento de tela;Silla Doriane de madera maciza de roble acabado natural y asiento de tela;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001529_1-20210824142227.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2108MV12/CC2108MV12·3A.jpg;CC2108MV12;N/A;Sí;;N/A;Aplicación de aceite;Madera de roble (Quercus Petraea);N/A;;1;CN ;No;No;Madera de roble (Quercus Petraea), Ratán, Espuma, Contrachapado de bajas emisiones E0, Tejido;Sí;Madera de roble (Quercus Petraea);Aplicación de aceite;Tejido liso;100% Poliéster;;35;Ovalada;Madera maciza;Natural;Atemporal;03/05/2021;No;Sí;Natural;;N/A;;Sí;Beige;N/A;Madera maciza;N/A;;Vintage;4 patas;Comedor, Cocina, Salón, Dormitorio;0;> 75;5 - Excelente;4 - Bueno;
CC2114MV12;Sillón Doriane madera maciza roble acabado natural y asiento de tela ; y asiento de tela ;Sillón Doriane madera maciza roble acabado natural y asiento de tela ;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001531_0-20210702082004.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2114MV12/CC2114MV12·3A.jpg;CC2114MV12;N/A;Sí;;N/A;Aplicación de aceite;Madera de roble (Quercus Petraea);N/A;;1;CN ;No;No;Madera de roble (Quercus Petraea), Ratán, Espuma, Contrachapado de bajas emisiones E0, Tejido;;Madera de roble (Quercus Petraea);Aplicación de aceite;Tejido liso;100% Poliéster;;;Ovalada;Madera maciza;Natural;Atemporal;03/05/2021;No;Sí;Natural;;;;Sí;Beige;N/A;Madera maciza;;;Vintage;;Comedor, Cocina, Salón, Dormitorio;0;> 75;5 - Excelente;4 - Bueno;
CC2122M46;Reposapiés Safara madera maciza de teca reciclada 50 x 32 cm;50 x 32 cm;Reposapiés Safara madera maciza de teca reciclada 50 x 32 cm;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001432_7-20210319093338.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2122M46/CC2122M46·3A.jpg;CC2122M46;N/A;Sí;;N/A;Transparente, Lacado;Madera de teca (Tectona grandis);N/A;;1;ID ;Sí;No;Madera de teca (Tectona grandis);N/A;Madera maciza;Transparente, Lacado;N/A;;N/A;;Rectangular;Madera maciza;Natural;Atemporal;13/02/2021;Sí;Sí;Natural;SS21 FURNITURE ;N/A;Natural;N/A;N/A;N/A;Madera maciza;N/A;N/A;Rústico;4 patas;Salón, Dormitorio, Recibidor, Cocina, Comedor, Baño, Espacio de trabajo;;100;;;
CC2136P10;Sillón Nuru de madera maciza de teca y cuero ;;Sillón Nuru de madera maciza de teca y cuero ;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001459_0-20210319093431.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2136P10/CC2136P10·3A.jpg;CC2136P10;No;Sí;;N/A;;Madera de teca (Tectona grandis);No;N/A;1;ID ;No;No;Madera de teca (Tectona grandis), Piel de vaca;;N/A;;N/A;;;;Rectangular;Madera maciza;Natural;Atemporal;13/02/2021;No;Sí;Natural;SS21 FURNITURE ;;;N/A;N/A;N/A;Madera maciza;;;Rústico;;Salón, Dormitorio, Recibidor;;;;;
CC2143FN46;Sillón Aiala ratán;;Sillón Aiala ratán;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001429_7-20210319093517.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2143FN46/CC2143FN46·3A.jpg;CC2143FN46;No;Sí;;N/A;;Hierro, Ratán;No;N/A;1;ID ;No;No;Hierro, Ratán;;N/A;;N/A;;;;Cuadrada;Mimbre/Ratán/Otras fibras naturales;Natural;Atemporal;13/02/2021;No;Sí;Natural;SS21 FURNITURE ;;;N/A;N/A;N/A;Mimbre/Ratán/Otras fibras naturales;;;Rústico;;Salón, Recibidor, Dormitorio, Espacio de trabajo;;;;;
CC2146M47;Mesa de centro redonda Glenda madera maciza teca Ø 55 cm; 55 cm;Mesa de centro redonda Glenda madera maciza teca Ø 55 cm;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001433_1-20211013065931.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2146M47/CC2146M47·3A.jpg;CC2146M47;N/A;Sí;;N/A;Transparente, Lacado;Madera de teca (Tectona grandis);;;;ID ;No;No;Madera de teca (Tectona grandis);;;Transparente, Lacado;;;;;Circular;Madera maciza;Natural;Atemporal;13/02/2021;No;Sí;Natural;SS21 FURNITURE ;;;N/A;;;Madera maciza;;;Rústico;;Salón, Dormitorio, Recibidor;0;100;;;
CC2147M47;Mesa auxiliar redonda Glenda madera maciza teca Ø 35 cm;35 cm;Mesa auxiliar redonda Glenda madera maciza teca Ø 35 cm;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001433_10-20210319093545.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2147M47/CC2147M47·3A.jpg;CC2147M47;N/A;Sí;;N/A;Transparente, Lacado;Madera de teca (Tectona grandis);;;;ID ;No;No;Madera de teca (Tectona grandis);;;Transparente, Lacado;;;;;Circular;Madera maciza;Natural;Atemporal;13/02/2021;No;Sí;Natural;SS21 FURNITURE ;;;N/A;;;Madera maciza;;;Rústico;;Salón, Dormitorio, Recibidor;0;100;;;
CC2148M47;Banco Beida madera maciza teca 120 cm;;Banco Beida madera maciza teca 120 cm;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001860_13-20220304120331.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2148M47/CC2148M47·3A.jpg;CC2148M47;N/A;Sí;;N/A;Transparente, Lacado;Madera de teca (Tectona grandis);N/A;;2;ID ;No;No;Madera de teca (Tectona grandis), Ratán;N/A;N/A;Transparente, Lacado;N/A;;N/A;;Rectangular;Madera maciza;Natural;Atemporal;13/02/2021;No;Sí;Natural;SS21 FURNITURE ;N/A;Natural;N/A;N/A;N/A;Madera maciza;N/A;N/A;Rústico;4 patas;Dormitorio, Recibidor, Salón, Comedor;;100;;;
CC2157J14;Hamaca plegable de exterior Adredna beige de madera maciza acacia FSC 100%;a maciza acacia FSC 100%;Hamaca plegable de exterior Adredna beige de madera maciza acacia FSC 100%;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001890_2-20220307144857.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2157J14/CC2157J14·3A.jpg;CC2157J14;;Sí;;Sí;Transparente, Barnizado;Madera de acacia  (Acacia Mangium);Sí;;1;VN ;Sí;Sí;Madera de acacia  (Acacia Mangium), Tejido;N/A;Madera de acacia  (Acacia Mangium);Transparente, Barnizado;Tejido liso;100% Poliéster;;;Rectangular;Madera maciza;Natural;Verano;18/12/2020;No;Sí;Natural;SS21 OUTDOOR ;;;Sí;Gris;N/A;Madera maciza;;;Rústico;;Jardín y terraza;;> 75;;;
CC2157J19;Hamaca plegable de exterior Adredna verde de madera maciza acacia FSC 100%;a maciza acacia FSC 100%;Hamaca plegable de exterior Adredna verde de madera maciza acacia FSC 100%;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001890_1-20220303125129.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2157J19/CC2157J19·3A.jpg;CC2157J19;;Sí;;Sí;Transparente, Barnizado;Madera de acacia  (Acacia Mangium);Sí;;1;VN ;Sí;Sí;Madera de acacia  (Acacia Mangium), Tejido;N/A;Madera de acacia  (Acacia Mangium);Transparente, Barnizado;Tejido liso;100% Poliéster;;;Rectangular;Madera maciza;Natural;Verano;18/12/2020;No;Sí;Natural;SS21 OUTDOOR ;;;Sí;Verde;N/A;Madera maciza;;;Rústico;;Jardín y terraza;;> 75;;;
CC2157J86;Hamaca plegable de exterior Adredna terracota de madera maciza acacia FSC 100%;adera maciza acacia FSC 100%;Hamaca plegable de exterior Adredna terracota de madera maciza acacia FSC 100%;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001397_5-20220307144923.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2157J86/CC2157J86·3A.jpg;CC2157J86;;Sí;;Sí;Transparente, Barnizado;Madera de acacia  (Acacia Mangium);Sí;;1;VN ;Sí;Sí;Madera de acacia  (Acacia Mangium), Tejido;N/A;Madera de acacia  (Acacia Mangium);Transparente, Barnizado;Tejido liso;100% Poliéster;;;Rectangular;Madera maciza;Natural;Verano;18/12/2020;No;Sí;Natural;SS21 OUTDOOR ;;;Sí;Rojo;N/A;Madera maciza;;;Rústico;;Jardín y terraza;;> 75;;;
CC2158J19;Tumbona de exterior Caterin verde y madera maciza eucalipto FSC 100%;eucalipto FSC 100%;Tumbona de exterior Caterin verde y madera maciza eucalipto FSC 100%;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001422_1.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2158J19/CC2158J19·3A.jpg;CC2158J19;No;Sí;;Sí;Transparente, Barnizado;Madera de eucalipto (Eucalyptus grandis);Sí;;1;VN ;Sí;Sí;Madera de eucalipto (Eucalyptus grandis), Tejido;N/A;Madera de eucalipto (Eucalyptus grandis);Transparente, Barnizado;Tejido liso;100% Poliéster;;;Rectangular;Madera maciza;Verde;Verano;14/12/2020;No;Sí;Verde;SS21 OUTDOOR ;;;Sí;Verde;N/A;Madera maciza;;;Rústico;;Jardín y terraza;;> 75;;;
